name,artist,album,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_popularity
Everyday,Ariana Grande,Dangerous Woman,53SfB4huCgiRGmwzJdEo1u,0.637,0.733,7,-4.413,0,0.0563,0.0149,0.0,0.162,0.431,131.004,194840,4,96
Milo,Residente,Residente,59Ab8DT1GqIRFbmDsmWMgd,0.617,0.844,0,-4.844,1,0.0598,0.412,0.000831,0.267,0.593,135.022,363307,3,67
Mama Said,Lukas Graham,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,206903,4,77
chateau,blackbear,digital druglord,5IdrsGhB8D7RwNwGra9V6i,0.665,0.635,11,-5.763,0,0.0446,0.0516,0.0,0.367,0.472,97.974,212927,4,85
Too Dry To Cry,Willis Earl Beal,Nobody knows.,5oG9KGz90VbBGNH25BFWYL,0.71,0.505,7,-10.597,1,0.0646,0.906,2.86e-06,0.108,0.421,79.481,279733,4,30
It Won't Kill Ya,The Chainsmokers,Memories...Do Not Open,5xhJmd0I15jFcEdqxfCzKk,0.572,0.53,6,-8.521,0,0.0654,0.0647,0.000169,0.127,0.12,170.138,217613,4,84
No me lo puedo explicar,Tiziano Ferro,111 Ciento Once,613zxfbeIzrLQlwWH0DUQu,0.605,0.434,11,-7.282,1,0.0362,0.605,0.0,0.152,0.234,145.984,240187,4,67
Miracle,The Score,ATLAS,6A6PDawvZIfnJHW40sBHzz,0.638,0.766,11,-4.12,0,0.0368,0.0621,0.0,0.273,0.588,129.987,206400,4,76
Without You (feat. Sandro Cavazza),Avicii,AVĪCI,6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673,4,84
Fragile,Kygo,Cloud Nine,6PyxrogMU9imKqVtKx6840,0.47,0.422,5,-7.474,1,0.0522,0.177,0.000216,0.0879,0.218,149.505,230961,4,84
Whatever It Takes,Imagine Dragons,Evolve,6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4,92
do re mi,blackbear,digital druglord,6Se3x9ANMLv0dCDsjGmEjh,0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,212027,3,85
Life Of The Party,Shawn Mendes,Handwritten,6X9jRxp5WT079qyQC0JEei,0.666,0.615,10,-4.995,1,0.0314,0.0663,0.0,0.111,0.161,113.978,214533,4,89
Dagombas en Tamale,Residente,Residente,6dABTmyCBksFEW76oTOr5q,0.608,0.842,1,-4.522,1,0.194,0.00387,0.0,0.689,0.726,82.916,235573,4,67
More Than You Know,Axwell /\ Ingrosso,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,203000,4,70
Love Me Now,John Legend,Love Me Now,6hdkw1wzhIRYPlYDUtCY5m,0.416,0.773,8,-3.784,1,0.0949,0.572,0.0,0.105,0.716,122.65,210307,4,85
Green Light,Lorde,Melodrama,6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4,81
Me Rehúso,Danny Ocean,54+1,6ifUES3keWjwXgae8pXI3o,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,4,80
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4,85
I Can Only. (feat. Alessia Cara),JoJo,Mad Love.,6khDguAo8XXW1h0u7xofYk,0.641,0.878,7,-4.605,0,0.0505,0.0181,0.0,0.115,0.335,114.075,200760,4,68
Hurricane,The Vamps,Meet The Vamps,6lgCWoyDrs3oSkaF9aMp9C,0.311,0.95,9,-3.073,1,0.105,0.000398,0.0,0.0986,0.762,100.015,195747,4,76
Take Me Home,Jess Glynne,I Cry When I Laugh,6oO10y1h2VyxJQfomG4CtH,0.558,0.451,9,-6.163,1,0.0388,0.292,0.0,0.101,0.238,150.008,265382,4,76
Stay,Zedd,Stay,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4,80
idfc,blackbear,deadroses,6y6jbcPG4Yn3Du4moXaenr,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4,85
Middle Of The Night,The Vamps,Night & Day,74vs7PD7iG2GnWUGnb8Yuq,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093,174600,4,76
The Scientist,Coldplay,A Rush of Blood to the Head,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,92
Friend Of Mine (feat. Vargas & Lagola),Avicii,AVĪCI,79UX8fkSsowWI1HOd8VoYt,0.701,0.717,7,-4.367,0,0.056,0.0181,0.00599,0.0713,0.666,109.999,159864,4,84
Gold Dust,Galantis,XOXO (Music from the Netflix Original Film),7BVLcml7HybblGN0lRHNwy,0.242,0.746,2,-4.496,1,0.0361,0.00635,0.00397,0.107,0.128,127.997,234255,4,79
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,7JJmb5XwzOO8jgpou264Ml,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4,89
HUMBLE.,Kendrick Lamar,DAMN.,7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4,90
Cómo Te Atreves,Morat,Sobre El Amor Y Sus Efectos Secundarios,7M6CFruBrM5x7u0lTMtm6r,0.617,0.888,4,-4.567,1,0.0402,0.0705,0.0,0.162,0.771,130.97,240560,4,82
Everybody,Logic,Everybody,7cGFbx7MP0H23iHZTZpqMM,0.885,0.94,1,-5.908,1,0.0913,0.161,0.0,0.0675,0.773,110.005,162347,4,82
Sober,Lorde,Melodrama,7eElVgPcxDqmgGrSwVFI74,0.796,0.467,6,-10.369,1,0.181,0.173,0.00411,0.126,0.516,107.901,197236,4,81
Hallelujah,Logic,Everybody,7fRfIvHPH6bHdMDjPFwTMh,0.674,0.596,11,-8.348,0,0.195,0.495,3.38e-06,0.342,0.46,136.059,448733,4,82
Cold (feat. Future),Maroon 5,Red Pill Blues,7gwLQ4tZ5UdZ7qNcDyJ8wr,0.693,0.717,9,-6.346,0,0.107,0.14,0.0,0.0464,0.412,99.836,234308,4,89
Now Or Never,Halsey,hopeless fountain kingdom,7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,4,87
She Will Be Loved,Maroon 5,Songs About Jane,7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,257133,4,89
Silence,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,87
Hands,Mike Perry,Hands,7ydN6k1pLu6GRJsJpFXnYu,0.719,0.707,0,-5.045,0,0.0443,0.0172,0.0,0.312,0.602,100.019,166909,4,69
Break My Heart,Dua Lipa,Future Nostalgia,017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4,94
Tantas Cosas Que Contar,La Oreja de Van Gogh,El Viaje de Copperpot,09oZXunRcHWgNc4jYxDeue,0.27,0.638,11,-7.238,1,0.0379,0.392,0.0,0.139,0.334,205.956,233133,4,74
River,Bishop Briggs,Bishop Briggs,0TGTE9TEh9qzuFwmtRNICn,0.726,0.484,2,-6.707,0,0.0477,0.274,2.44e-06,0.0874,0.561,62.493,214280,4,69
Hey Jude - Remastered 2015,The Beatles,1,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653,4,89
No Goodbyes,Dua Lipa,Dua Lipa,0mDGNetRxywxqgiXFbagZh,0.678,0.714,0,-4.924,1,0.0408,0.00795,0.0,0.0827,0.307,109.021,216080,4,94
Empire,Shakira,Shakira. (Expanded Edition),0t2cqTppQ4yoEW45LAngxJ,0.541,0.628,0,-4.682,0,0.0603,0.733,0.0,0.056,0.364,80.027,239333,4,85
lovely (with Khalid),Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4,93
You Don't Mess Around With Jim,Jim Croce,Stranger Things (Soundtrack from the Netflix Original Series),1DBwQlPJHqOVqXlckWk1la,0.702,0.749,4,-6.362,1,0.0596,0.479,7.91e-06,0.106,0.968,163.782,179387,4,65
The OA - Main Theme,Geek Music,The OA - Main Theme,1IuzzGnF86uDjGKUdGgrbN,0.117,0.256,0,-19.805,1,0.0347,0.706,0.958,0.0654,0.0736,81.994,76625,3,65
Lonely Heart,5 Seconds of Summer,CALM,1MAXdOA4Dtz6eJMz0nEq2H,0.592,0.713,11,-5.566,0,0.0512,0.043,0.0,0.157,0.261,126.088,204029,4,82
Falling,Harry Styles,Fine Line,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4,87
Watermelon Sugar,Harry Styles,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,87
Hold My Hand,Jess Glynne,I Cry When I Laugh,1eOJAiCKFuMda0fPRvjcuc,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,122.977,227344,4,76
Rollin,Jess Glynne,Always in Between,1k5ncSTvu94qVV13mZ4Xcm,0.716,0.752,1,-3.504,0,0.0533,0.000804,0.0,0.0757,0.708,117.021,218040,4,76
Hallucinate,Dua Lipa,Future Nostalgia,1nYeVF5vIBxMxfPoL0SIWg,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053,208505,4,94
Bones (feat. OneRepublic),Galantis,Bones (feat. OneRepublic),1pfgsjmxVZhoZpeDx6POKv,0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,205793,4,79
Sucker,Jonas Brothers,Happiness Begins,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,4,83
Teeth,5 Seconds of Summer,13 Reasons Why,26wLOs3ZuHJa2Ihhx6QIE6,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,204887,4,82
That's My Girl,Fifth Harmony,7/27,2ACOWPLUe4A4KuQ5ioD2od,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013,4,74
La Playa,La Oreja de Van Gogh,El Viaje de Copperpot,2DNyZP4Py6f4zMASLBnIu6,0.589,0.552,9,-5.707,1,0.0268,0.175,0.0,0.106,0.311,88.535,247693,4,74
School of Rock: The Musical - Medley,Kurt Hugo Schneider,School of Rock: The Musical,2EbNaCt6Md9rt7AKJTht4Q,0.692,0.653,7,-7.187,1,0.0676,0.0564,0.0,0.272,0.551,134.988,154000,4,67
Another Place,Bastille,Another Place,2Fn4gZI3MAeWTiv7cSVxZQ,0.685,0.742,8,-5.409,1,0.0471,0.22,0.0,0.185,0.618,115.008,213511,4,79
I'm Like A Bird - Recorded at Spotify Studios NYC,Alessia Cara,Spotify Singles,2JtSnwYNKOphDrshYL8n4p,0.524,0.639,10,-7.18,1,0.103,0.238,0.0,0.0598,0.582,87.998,219960,4,81
Milionària,ROSALÍA,Fucking Money Man,2K3bjojp1sCLdMMoO5lJ2p,0.857,0.574,8,-6.441,1,0.416,0.602,1.24e-06,0.0663,0.906,116.008,138371,4,83
"Clear and Simple (feat. Caroline Shaw, Petra Haden & Susanna Hoffs)",Theodore Shapiro,Bombshell (Original Music from the Motion Picture Soundtrack),2M1nMXFSQsmxyNrkZW4Qjx,0.672,0.0206,5,-29.858,1,0.045,0.872,0.691,0.068,0.158,119.954,163051,4,47
Who Do You Love,The Chainsmokers,World War Joy,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,226733,4,84
Cool,Dua Lipa,Future Nostalgia,2nMOodYNHBAQ3Kc1QNimZU,0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,209583,4,94
Physical,Dua Lipa,Future Nostalgia,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,94
OKAY OKAY,Alessia Cara,This Summer,3JH1alhYiP4TTEsmDiNVrf,0.684,0.452,5,-7.126,1,0.262,0.0629,0.0,0.302,0.752,177.851,158147,4,81
Nice To Meet Ya,Niall Horan,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,4,81
Get Right,Jennifer Lopez,Rebirth,3jVSV60WZE5jPE2a6KGNFy,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,225533,4,80
Antes de Morirme (feat. ROSALÍA),C. Tangana,Antes de Morirme (feat. ROSALÍA),4Dl8bEzhAEGbcwkQawS1XG,0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93,199994,4,80
Pop,La Oreja de Van Gogh,El Viaje de Copperpot,4FXSEdmbbeGmPIQltH27C8,0.719,0.788,9,-6.428,1,0.0284,0.023,0.0,0.0918,0.751,133.58,151867,4,74
ON (Feat. Sia),BTS,MAP OF THE SOUL : 7,4JWbH50WabthGhmtduR8b9,0.591,0.848,9,-4.396,0,0.0828,0.137,0.0,0.372,0.385,105.924,246816,4,97
All I Am,Jess Glynne,Always in Between,4KbXLyluZKq3sTHL8XKsRL,0.743,0.642,0,-5.402,1,0.0344,0.0473,1.86e-06,0.176,0.523,122.042,219520,4,76
Soul - Japanese Bonus Track,Céline Dion,Soul,4LcatYSnxSNA38JEckEmzW,0.65,0.678,7,-5.038,0,0.0289,0.0673,0.0,0.113,0.586,93.04,194213,4,80
Soledad,La Oreja de Van Gogh,El Viaje de Copperpot,4NLpfB52hwDPLn7bphgjgD,0.58,0.692,3,-6.202,1,0.0262,0.188,0.0,0.119,0.638,137.907,232667,4,74
What's On Your Mind?,Alessia Cara,This Summer,4TwDtw8I224dm9FEs4a0Vo,0.786,0.72,5,-4.48,0,0.15,0.0804,2.53e-05,0.0658,0.776,90.028,193533,4,81
Not Today,Imagine Dragons,Me Before You,4kDTvLhGF29gFsqceuxBSC,0.462,0.387,0,-7.401,1,0.0292,0.567,0.0,0.164,0.0428,122.698,261080,4,92
Love Again,Dua Lipa,Future Nostalgia,4rPkN1FMzQyFNP9cLUGIIB,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4,94
Blue Monday,Sebastian Böhm,Blue Monday,4sApKfQ3QZsWGbEHbXAuTX,0.561,0.632,7,-8.283,1,0.0345,0.0108,0.778,0.0953,0.0991,130.06,211508,4,41
Not In The Same Way,5 Seconds of Summer,CALM,4vFQ269uWJUjUKoffU0qUn,0.687,0.67,0,-3.331,1,0.0444,0.185,0.0,0.104,0.735,134.975,220606,4,82
What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4,83
No Regrets (feat. Krewella),KSHMR,No Regrets (feat. Krewella),58hjBuGWj43LQ6WjN3ZQAK,0.33,0.793,10,-4.628,0,0.155,0.0618,0.0,0.383,0.279,180.162,184000,4,72
No Shame,5 Seconds of Summer,CALM,5EbidH3lGB30WuDsoR4km6,0.576,0.807,7,-3.019,1,0.0374,0.0185,2.4e-06,0.0963,0.479,90.932,192737,4,82
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4,87
En el Aire,Vega Almohalla,En el Aire,5Tmjre46yj0r1lBjS9abe9,0.562,0.537,8,-6.808,1,0.109,0.195,0.0,0.141,0.416,169.917,185993,4,42
Mama Look at Me Now,Galantis,Satisfied (feat. MAX) / Mama Look at Me Now,5UaEBgRvUPFf5CEDhaTdp7,0.59,0.678,10,-5.48,1,0.0384,0.0259,2.2e-05,0.0707,0.4,126.061,178132,4,79
Querer Mejor,Juanes,Querer Mejor,5Yp4UtIwEHfHXEowSan061,0.781,0.705,2,-4.51,1,0.134,0.297,0.0,0.118,0.615,82.523,171280,4,78
Run Away With Me,Carly Rae Jepsen,Emotion,5e0vgBWfwToyphURwynSXa,0.564,0.719,1,-5.505,1,0.0475,0.0126,0.000177,0.0536,0.251,119.023,251320,4,76
The Chain - 2004 Remaster,Fleetwood Mac,Rumours,5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4,83
Bow Down - Homecoming Live,Beyoncé,HOMECOMING: THE LIVE ALBUM,5yZEkyUXbyFCHzrQTH5Ssw,0.395,0.866,1,-7.544,1,0.128,0.0332,0.0,0.432,0.377,141.577,87887,4,87
"Touch The Sky - From ""Brave""/Soundtrack",Julie Fowlis,Brave,5yyqx4brn6Bm9U1Rj9ENnz,0.372,0.641,2,-7.954,1,0.047,0.137,0.0,0.103,0.33,119.013,151400,3,56
Pretty Please,Dua Lipa,Future Nostalgia,6DXZiYUbrYgrVIhfX3U9Z2,0.906,0.474,1,-6.124,1,0.194,0.0311,5.5e-06,0.286,0.656,106.976,194607,4,94
Cuando los Pies Besan el Piso,Calle 13,MultiViral,6JYygtu5txyWopPHTAE4Lb,0.682,0.654,10,-5.261,1,0.128,0.0719,0.0,0.319,0.597,150.018,234227,4,73
Bibia Be Ye Ye,Ed Sheeran,÷,6SznMYPQJHzr3IwsAHLId2,0.738,0.677,7,-5.121,1,0.0824,0.52,0.0,0.133,0.882,127.067,176747,4,97
Mucho Más Allá,Carmen Sarahi,Frozen 2,6UWaMec3jc3ESl5hfSaejU,0.397,0.356,1,-7.614,1,0.037,0.877,0.000197,0.133,0.397,148.203,194867,3,53
Formation,Beyoncé,Lemonade,6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,206080,4,87
René,Residente,René,6gm12xlADJwiBbHIKBXzGW,0.486,0.388,0,-9.326,1,0.126,0.435,0.0,0.196,0.467,90.471,457592,4,67
Wildflower,5 Seconds of Summer,CALM,6qlcjGJPTZEwR8nf2nSe9C,0.644,0.768,6,-4.316,1,0.0455,0.174,0.0,0.469,0.598,108.992,220536,4,82
Woman Like Me (feat. Nicki Minaj),Little Mix,Woman Like Me (feat. Nicki Minaj),6rrTr2HEAzlpC4KWZxF3S1,0.757,0.849,5,-3.424,0,0.0536,0.173,0.0,0.0878,0.826,150.036,228207,4,84
Good In Bed,Dua Lipa,Future Nostalgia,6uAFJ75WDAoAPyCWJAtvks,0.68,0.701,5,-5.001,1,0.0917,0.138,0.000191,0.168,0.649,94.06,218754,4,94
"Gato Que Avanza, Perro Que Ladra",Calle 13,MultiViral,6uV5xO8FBA3bzQTvsULzPc,0.483,0.761,7,-5.029,1,0.209,0.17,0.0,0.0564,0.813,170.129,306373,4,73
Future Nostalgia,Dua Lipa,Future Nostalgia,6zrJLhslleCHby0wbUnvVy,0.875,0.813,7,-4.502,1,0.0579,0.00618,0.0,0.321,0.859,114.993,184882,4,94
Body Talks (feat. Kesha),The Struts,YOUNG&DANGEROUS,71hhuJLNpxBQLSbbQ6ZWr4,0.537,0.92,10,-3.438,0,0.274,0.00592,0.0,0.34,0.843,185.703,177160,4,61
October,Alessia Cara,This Summer,736B63TZx939yQZUXl7TMa,0.735,0.531,0,-7.845,1,0.0293,0.342,6.24e-06,0.0867,0.642,106.985,240907,4,81
Ready,Alessia Cara,This Summer,74nReXHbAko0DLmBniJest,0.519,0.517,7,-6.643,0,0.181,0.201,0.0,0.217,0.616,73.981,178693,4,81
Así de Grandes Son las Ideas,Calle 13,MultiViral,7HGb3j0nP1NnmaF9dsA2cR,0.511,0.677,4,-7.249,0,0.0653,0.579,0.000954,0.0872,0.492,94.81,310973,3,73
La Rubia - Remix 2,La Nueva Escuela,La Rubia,7KKTnv81z6DmfPIGsZWjOW,0.759,0.717,7,-4.194,1,0.133,0.319,6.57e-06,0.378,0.761,109.888,210860,4,50
Singing in the Rain (feat. R. City),Simple Plan,Taking One for the Team,7e2y3akt1MG3d5JXAeR9S2,0.562,0.816,1,-3.143,0,0.0504,0.0238,0.0,0.0765,0.65,74.474,222947,4,72
Cuídate,La Oreja de Van Gogh,El Viaje de Copperpot,7gqIqyeCaV2xNtfZWxEphD,0.662,0.798,8,-4.627,1,0.0335,0.306,0.0,0.174,0.542,141.007,169533,4,74
London Bridge,Fergie,The Dutchess,7jRoWfRlLnGYEIEn4t4kbq,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951,241307,4,73
Viento y Cielo Alcanzar,Yuridia,Valiente,7xP1PzRNG24qpTWdtin1Gb,0.638,0.648,2,-6.436,1,0.0351,0.0896,1.62e-05,0.141,0.27,118.908,153373,3,71
Los Idiotas,Calle 13,MultiViral,09JGXbYR8MXjg6byTnltfr,0.667,0.836,0,-6.668,1,0.0691,0.305,0.0,0.111,0.674,125.007,270400,4,73
Every Breath You Take,The Police,Stranger Things (Soundtrack from the Netflix Original Series),0SNGe4xksgp7CGnY5kMXOJ,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,251573,4,78
Comfortable,Alessia Cara,The Pains Of Growing,0YBChynpAc8Sji0I067rzT,0.721,0.553,7,-5.354,0,0.0302,0.28,1.63e-06,0.14,0.667,107.943,257347,3,81
One Foot,WALK THE MOON,What If Nothing,0iQ77tSa7ncj7zBPtVx6cU,0.582,0.822,0,-4.861,1,0.0365,0.00749,2.09e-06,0.818,0.471,100.025,261373,4,73
How Can I Forget,MKTO,How Can I Forget,0ibG3XCJ32Qq9maUY4AViR,0.796,0.53,8,-5.967,1,0.0558,0.69,0.0,0.0646,0.754,105.031,177141,4,73
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,Fifty Shades Of Grey,11JqS3TUvbDQt4W9Lji8Ml,0.667,0.342,2,-5.93,0,0.0325,0.397,0.0,0.0945,0.453,119.882,250973,3,97
Happy Now,Kygo,Happy Now,14sOS5L36385FJ3OL8hew4,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,211362,4,84
Easier Said,Alessia Cara,The Pains Of Growing,1CThXRPjFSZZuKDjFtUusq,0.411,0.794,11,-3.995,0,0.11,0.0469,0.0,0.0771,0.611,111.471,205267,3,81
Regrésame Mi Corazón,Carlos Rivera,Guerra,1NTypzYioS7MHVnIR4d7Uy,0.696,0.679,1,-6.84,1,0.094,0.141,0.0,0.115,0.408,94.007,214973,4,78
Dangerous Woman,Ariana Grande,Dangerous Woman,1OhstguCoBQ4SXT8ugSmOl,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947,3,96
La vie en rose - Single Version,Louis Armstrong,The Best Of The Decca Years Volume One: The Singer,1UH4viviUjZnS9aWgPGrk0,0.507,0.0779,0,-12.099,1,0.0544,0.866,0.00275,0.108,0.326,70.808,204400,4,79
Bad Dream,Ruelle,Madness,1XO1QUeaqLjEtoA2zcHz9m,0.624,0.614,8,-6.464,0,0.0339,0.105,0.158,0.109,0.241,119.97,248040,4,67
Oye 2014 (feat. Pitbull),Santana,Corazón (Deluxe Version),1ikAhgGMnTl9d3iM6u3W3C,0.6,0.922,7,-5.574,1,0.0462,0.0171,4.55e-06,0.328,0.963,146.095,202693,4,74
Fly With Me,Jonas Brothers,"Lines, Vines and Trying Times",1uCnwV9ABsYkNJmrpQOR1H,0.481,0.926,0,-3.464,1,0.0576,0.00561,0.0,0.119,0.523,149.957,234147,4,83
Polaroid,Jonas Blue,Polaroid,1wsLHgXJ4SKIfd5ePSX1hD,0.652,0.897,7,-4.481,0,0.036,0.293,0.0,0.0722,0.475,114.033,193377,4,79
Magic,Coldplay,Ghost Stories,23khhseCLQqVMCIT1WMAns,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,4,92
